Agreement,Year,Part,Section,Provision Reference,Provision Text,search_text
First Nation of Nacho Nyak Dun Final Agreement,1993,Chapter 17 - Forest Resources,,17.3.4, The rights set out in 17.3.1 do not apply to Crown Land:,forest resource right set apply crown land
First Nation of Nacho Nyak Dun Final Agreement,1993,Chapter 17 - Forest Resources,,17.3.4.1, where the exercise of a right conflicts with the carrying out of any activity authorized by Government;,forest resource exercise right conflict carrying activity authorized government
First Nation of Nacho Nyak Dun Final Agreement,1993,Chapter 17 - Forest Resources,,17.3.4.2," that is subject to a surface lease or an agreement for sale, unless the Person, other than Government, holding such interest consents; or",forest resource subject surface lease agreement sale unless person government holding interest consent
First Nation of Nacho Nyak Dun Final Agreement,1993,Chapter 17 - Forest Resources,,17.3.4.3, where access by the public is limited or prohibited.,forest resource access public limited prohibited
First Nation of Nacho Nyak Dun Final Agreement,1993,Chapter 17 - Forest Resources,,17.3.5,"Yukon Indian People may dispose of Trees harvested pursuant to 17.3.1 by way of gift, trade, barter or sale to other Yukon Indian People and to aboriginal people who are beneficiaries of Transboundary Agreements for the purposes described in 17.3.1.",forest resource yukon indian people may dispose tree harvested pursuant way gift trade barter sale yukon indian people aboriginal people beneficiary transboundary agreement purpose described
First Nation of Nacho Nyak Dun Final Agreement,1993,Chapter 17 - Forest Resources,,17.3.6, Nothing in 17.3.1 shall be construed to:,forest resource nothing shall construed
First Nation of Nacho Nyak Dun Final Agreement,1993,Chapter 17 - Forest Resources,,17.3.6.1, confer a right of ownership of Forest Resources upon a Yukon Indian Person or a Yukon First Nation;,forest resource confer right ownership forest resource upon yukon indian person yukon
First Nation of Nacho Nyak Dun Final Agreement,1993,Chapter 17 - Forest Resources,,17.3.6.2, guarantee the supply of Forest Resources to a Yukon Indian Person or Yukon First Nation;,forest resource guarantee supply forest resource yukon indian person yukon
First Nation of Nacho Nyak Dun Final Agreement,1993,Chapter 17 - Forest Resources,,17.3.6.3, preclude any Person from harvesting Forest Resources on Crown Land if permitted by and in accordance with Laws of General Application; or,forest resource preclude person harvesting forest resource crown land permitted accordance law general application
First Nation of Nacho Nyak Dun Final Agreement,1993,Chapter 17 - Forest Resources,,17.3.6.4," entitle Yukon Indian People or a Yukon First Nation to any priority of use, or right to any compensation for damage to, or loss of, Forest Resources or harvesting opportunities on Crown Land.",forest resource entitle yukon indian people yukon priority use right compensation damage loss forest resource harvesting opportunity crown land
First Nation of Nacho Nyak Dun Final Agreement,1993,Chapter 17 - Forest Resources,,17.4.0,Renewable Resources Councils,forest resource renewable resource council
First Nation of Nacho Nyak Dun Final Agreement,1993,Chapter 17 - Forest Resources,,17.4.1," A Renewable Resources Council may make recommendations to the Minister and the affected Yukon First Nation with respect to Forest Resources Management on Settlement Land and Non-Settlement Land within that Yukon First Nation's Traditional Territory, including:",forest resource renewable resource council may make recommendation minister affected yukon respect forest resource management settlement land nonsettlement land within yukon nation traditional territory including
First Nation of Nacho Nyak Dun Final Agreement,1993,Chapter 17 - Forest Resources,,17.4.1.1,the coordination of Forest Resources Management throughout the Yukon and in the relevant Traditional Territory;,forest resource coordination forest resource management throughout yukon relevant traditional territory
First Nation of Nacho Nyak Dun Final Agreement,1993,Chapter 17 - Forest Resources,,17.4.1.2," the need for, and the content and timing of, Forest Resources inventories and management plans;",forest resource need content timing forest resource inventory management plan
First Nation of Nacho Nyak Dun Final Agreement,1993,Chapter 17 - Forest Resources,,17.4.1.3," the policies, programs and Legislation which affect Forest Resources;",forest resource policy program legislation affect forest resource
First Nation of Nacho Nyak Dun Final Agreement,1993,Chapter 17 - Forest Resources,,17.4.1.4, proposals for Forest Resources research;,forest resource proposal forest resource research
First Nation of Nacho Nyak Dun Final Agreement,1993,Chapter 17 - Forest Resources,,17.4.1.5," forest fire suppression plans, including the human, technical and financial resources required, the definition and establishment of priority zones for fire fighting and procedures for the monitoring, periodic review and amendment of the plans;",forest resource forest fire suppression plan including human technical financial resource required definition establishment priority zone fire fighting procedure monitoring periodic review amendment plan
First Nation of Nacho Nyak Dun Final Agreement,1993,Chapter 17 - Forest Resources,,17.4.1.6," the allocation and use of Forest Resources for commercial purposes, including the terms and conditions of tenure, standards of operation, rates of harvest and means of access to Forest Resources;",forest resource allocation use forest resource commercial purpose including term condition tenure standard operation rate harvest mean access forest resource
First Nation of Nacho Nyak Dun Final Agreement,1993,Chapter 17 - Forest Resources,,17.4.1.7, employment opportunities and training requirements in Forest Resources Management and commercial Forest Resources harvesting;,forest resource employment opportunity training requirement forest resource management commercial forest resource harvesting
First Nation of Nacho Nyak Dun Final Agreement,1993,Chapter 17 - Forest Resources,,17.4.1.8, measures for the control of forest pests and diseases; and,forest resource measure control forest pest disease
First Nation of Nacho Nyak Dun Final Agreement,1993,Chapter 17 - Forest Resources,,17.4.1.9, other matters relating to the protection and management of Forest Resources.,forest resource matter relating protection management forest resource
First Nation of Nacho Nyak Dun Final Agreement,1993,Chapter 17 - Forest Resources,,17.4.2," Upon request by a Renewable Resources Council, the Minister and a Yukon First Nation may make available to the Council information in their possession with respect to the following:",forest resource upon request renewable resource council minister yukon may make available council information possession respect following
First Nation of Nacho Nyak Dun Final Agreement,1993,Chapter 17 - Forest Resources,,17.4.2.1, Forest Resources inventories;,forest resource forest resource inventory
First Nation of Nacho Nyak Dun Final Agreement,1993,Chapter 17 - Forest Resources,,17.4.2.2, Forest Resources Management plans;,forest resource forest resource management plan
